,Happiness Rank,Region,Freedom,Happiness Score,Country,Generosity,Family,Trust (Government Corruption),Health (Life Expectancy),Economy (GDP per Capita),Year
124,125,-,0.259,4.396,"Eswatini, Kingdom of*",0.038,0.786,0.154,0.197,1.274,2022
125,126,Southeastern Asia,0.513,4.394,Myanmar,0.452,0.829,0.194,0.491,1.038,2022
126,127,Southern Asia,0.529,4.362,Sri Lanka,0.15,0.934,0.079,0.66,1.415,2022
127,128,-,0.202,4.339,Madagascar*,0.143,0.645,0.154,0.378,0.67,2022
128,129,Middle East and Northern Africa,0.469,4.288,Egypt,0.041,0.732,0.254,0.548,1.388,2022
129,130,-,0.18,4.251,Chad*,0.182,0.506,0.077,0.225,0.662,2022
130,131,Sub-Saharan Africa,0.472,4.241,Ethiopia,0.205,0.809,0.136,0.457,0.788,2022
131,132,-,0.33,4.197,Yemen*,0.09,1.043,0.098,0.384,0.691,2022
132,133,-,0.304,4.153,Mauritania*,0.088,0.865,0.138,0.45,1.1,2022
133,134,Middle East and Northern Africa,0.476,4.152,Jordan,0.058,0.724,0.2,0.675,1.324,2022
134,135,Sub-Saharan Africa,0.292,4.112,Togo,0.174,0.322,0.132,0.36,0.771,2022
135,136,Southern Asia,0.647,3.777,India,0.198,0.376,0.123,0.471,1.167,2022
136,137,Sub-Saharan Africa,0.525,3.76,Zambia,0.203,0.577,0.083,0.306,0.93,2022
137,138,Sub-Saharan Africa,0.477,3.75,Malawi,0.14,0.279,0.157,0.388,0.648,2022
138,139,Sub-Saharan Africa,0.578,3.702,Tanzania,0.248,0.597,0.27,0.425,0.848,2022
139,140,Sub-Saharan Africa,0.387,3.574,Sierra Leone,0.202,0.416,0.055,0.273,0.686,2022
140,141,-,0.419,3.512,Lesotho*,0.076,0.848,0.018,0.0,0.839,2022
141,142,-,0.571,3.471,Botswana*,0.012,0.815,0.102,0.28,1.503,2022
142,143,-,0.621,3.268,Rwanda*,0.187,0.133,0.544,0.462,0.785,2022
143,144,Sub-Saharan Africa,0.329,2.995,Zimbabwe,0.106,0.69,0.105,0.27,0.947,2022
144,145,Middle East and Northern Africa,0.103,2.955,Lebanon,0.082,0.498,0.034,0.631,1.392,2022
145,146,Southern Asia,0.0,2.404,Afghanistan,0.089,0.0,0.005,0.289,0.758,2022
